"gene_id","gene_name","chromosome","locus","rpkm"
,"Erbb2",11,"chr11:98273797-98299030",1.13923
,"1810046J19Rik",11,"chr11:98299021-98300302",46.9831
,"Grb7",11,"chr11:98308147-98316687",0.291743
,"Ikzf3",11,"chr11:98326006-98407345",23.6771
,"Zpbp2",11,"chr11:98412410-98419979",1.811011
,"Ormdl3",11,"chr11:98442607-98448559",32.2139
,"Gm12",11,"chr11:98459604-98460900",0.061023
,"Gsdma3",11,"chr11:98487673-98499403",0.03349
,"Gsdma2",11,"chr11:98508072-98519271",0
,"Gsdma",11,"chr11:98525664-98539022",0.016914
,"Psmd3",11,"chr11:98543867-98557292",49.6294
,"Csf3",11,"chr11:98562626-98564943",0.03678
,"Med24",11,"chr11:98565904-98590749",15.0766
,"Thra",11,"chr11:98603186-98626425",11.801
,"Nr1d1",11,"chr11:98629248-98636556",6.81289
,"Msl1",11,"chr11:98657082-98669173",24.0445
,"Casc3",11,"chr11:98671121-98695121",21.345
,"Gm12359",11,"chr11:98659622-98671403",1.67481
,"Rapgefl1",11,"chr11:98698098-98714319",0.183205
,"Wipf2",11,"chr11:98724911-98766892",4.52435
,"Cdc6",11,"chr11:98769202-98785256",25.120831
,"Rara",11,"chr11:98799009-98836256",5.15922
,"Gjd3",11,"chr11:98843493-98844330",0.067275
,"Top2a",11,"chr11:98854260-98885503",201.859
,"Igfbp4",11,"chr11:98902573-98913957",47.0913
,"Tns4",11,"chr11:98926991-98950620",0.262509
,"Ccr7",11,"chr11:99005512-99016391",22.6355
,"Smarce1",11,"chr11:99070361-99092331",12.3385
,"Krt222",11,"chr11:99094411-99105381",0.758412
,"Krt24",11,"chr11:99141406-99146552",0.200995
,"Krt25",11,"chr11:99177157-99184255",0
,"Krt26",11,"chr11:99189797-99199279",0
,"Krt27",11,"chr11:99206879-99212408",0
,"Krt28",11,"chr11:99226320-99236217",0
,"Krt10",11,"chr11:99246568-99250678",0.474121
,"Krt12",11,"chr11:99276977-99283573",0
,"Krt20",11,"chr11:99289716-99299467",0.123538
,"Krt23",11,"chr11:99339286-99354424",0.095809
,"Krt39",11,"chr11:99375937-99382572",0
,"Krt40",11,"chr11:99398798-99404472",0
,"Krtap3-3",11,"chr11:99411445-99412177",0
,"Krtap3-2",11,"chr11:99417136-99418167",0
,"Krtap3-1",11,"chr11:99427340-99427944",0
,"Krtap1-5",11,"chr11:99441290-99442330",0
,"Krtap1-4",11,"chr11:99443862-99444991",0
,"Krtap1-3",11,"chr11:99451776-99452653",0
,"Krtap9-3",11,"chr11:99458661-99459420",0
,"Gm11938",11,"chr11:99463959-99464622",0
,"Gm11937",11,"chr11:99471107-99471503",0
,"Krtap2-4",11,"chr11:99475330-99476160",0
,"Gm11562",11,"chr11:99480911-99481718",0
,"Krtap4-1",11,"chr11:99488542-99489553",0
,"Krtap4-2",11,"chr11:99495427-99496398",0
,"Krtap4-7",11,"chr11:99504425-99505403",0
,"Gm11563",11,"chr11:99519255-99520273",0
,"Krtap4-6",11,"chr11:99526356-99527274",0
,"Gm11595",11,"chr11:99633027-99634227",0
,"Krtap4-8",11,"chr11:99641327-99641957",0
,"Krtap4-9",11,"chr11:99646513-99647571",0
,"Gm11596",11,"chr11:99653988-99654606",0
,"Krtap4-13",11,"chr11:99659386-99671210",0
,"Gm11554",11,"chr11:99659499-99671206",0
,"Gm11569",11,"chr11:99664861-99665760",0
,"Gm11564",11,"chr11:99676289-99676980",0
,"2300003K06Rik",11,"chr11:99698461-99699380",0
,"Krtap4-16",11,"chr11:99711968-99712919",0
,"Gm11568",11,"chr11:99719230-99720374",0
,"Gm11559",11,"chr11:99725789-99726885",0
,"Krtap9-1",11,"chr11:99734702-99735314",0
,"Gm11567",11,"chr11:99740500-99741543",0
,"Krtap31-1",11,"chr11:99769233-99770204",0
,"Gm11565",11,"chr11:99776064-99776985",0
,"Krtap31-2",11,"chr11:99797604-99798539",0
,"Krtap9-5",11,"chr11:99809788-99810865",0
,"Gm11570",11,"chr11:99846016-99847907",0
,"Krtap17-1",11,"chr11:99854547-99855308",0
,"Krt33a",11,"chr11:99872512-99877526",0
,"Krt33b",11,"chr11:99884947-99891182",0
,"Krt34",11,"chr11:99898664-99902868",0
,"Krt31",11,"chr11:99907959-99911865",0
,"Krt32",11,"chr11:99942161-99949540",0
,"Krt35",11,"chr11:99953505-99957538",0
,"Krt36",11,"chr11:99963326-99966940",0
,"Krt13",11,"chr11:99978909-99982809",0
,"Krt15",11,"chr11:99993072-99997263",0
,"Krt19",11,"chr11:100002125-100007233",2.40675
,"Krt9",11,"chr11:100048094-100054560",0
,"Krt14",11,"chr11:100064475-100068824",0.05857
,"Krt16",11,"chr11:100107405-100110216",0
,"Krt17",11,"chr11:100117530-100122303",0
,"Krt42",11,"chr11:100124195-100131185",0
,"Eif1",11,"chr11:100181309-100183410",24.6749
,"Gast",11,"chr11:100195725-100198310",0
,"Hap1",11,"chr11:100208640-100217455",6.13922
,"Jup",11,"chr11:100230169-100259104",6.48231
,"Leprel4",11,"chr11:100270063-100276133",1.76935
,"Fkbp10",11,"chr11:100277007-100286154",2.976479
,"Nt5c3l",11,"chr11:100283634-100302403",15.23937
,"Klhl10",11,"chr11:100303237-100318338",0.400994
,"Klhl11",11,"chr11:100323925-100334096",8.02615
,"Acly",11,"chr11:100337665-100389314",31.167599
,"Ttc25",11,"chr11:100406945-100433880",0.032637
,"Cnp",11,"chr11:100436252-100443053",56.06675
,"Dnajc7",11,"chr11:100444149-100481482",96.553
,"Nkiras2",11,"chr11:100484268-100488916",11.986
,"Zfp385c",11,"chr11:100487532-100512007",0.171025
,"Dhx58",11,"chr11:100556197-100565585",21.5969
,"Kat2a",11,"chr11:100566059-100573781",15.781341
,"Hspb9",11,"chr11:100575163-100575889",0.326166
,"Rab5c",11,"chr11:100576579-100599444",148.464
,"Kcnh4",11,"chr11:100601691-100621092",0.107255
,"Hcrt",11,"chr11:100623006-100624245",0
,"Ghdc",11,"chr11:100627645-100632271",3.1802
,"Stat5b",11,"chr11:100642044-100711899",16.10397
,"Stat5a",11,"chr11:100720664-100746483",9.55123
,"Stat3",11,"chr11:100748123-100800825",25.66111
,"Ptrf",11,"chr11:100818050-100831931",20.5443
,"Atp6v0a1",11,"chr11:100870765-100925031",21.592655
,"Naglu",11,"chr11:100931407-100938985",6.43653
,"Hsd17b1",11,"chr11:100939724-100941819",0.344685
,"Coasy",11,"chr11:100943938-100947933",9.10914
,"Mlx",11,"chr11:100948603-100953521",24.125157
,"Psmc3ip",11,"chr11:100953454-100956749",20.4741
,"Fam134c",11,"chr11:100957635-100981157",47.41748
,"Tubg1",11,"chr11:100981444-100987733",15.5679
,"Tubg2",11,"chr11:101017197-101023101",0.921695
,"Plekhh3",11,"chr11:101023992-101032616",1.5219
,"Ccr10",11,"chr11:101034311-101036757",0.504623
,"Cntnap1",11,"chr11:101037430-101052034",0.438603
,"Ezh1",11,"chr11:101052428-101087764",15.3017
,"Ramp2",11,"chr11:101107647-101109564",20.9124
,"Vps25",11,"chr11:101115056-101120860",58.0646
,"Wnk4",11,"chr11:101121880-101138723",1.26567
,"Ccdc56",11,"chr11:101139283-101140262",48.1938
,"Cntd1",11,"chr11:101140516-101150015",0.537697
,"Becn1",11,"chr11:101149580-101163581",104.12
,"Psme3",11,"chr11:101177564-101184844",154.266
,"Aoc2",11,"chr11:101186376-101191008",9.02129
,"Aoc3",11,"chr11:101191919-101200744",0.213737
,"G6pc",11,"chr11:101229043-101239217",0
,"Aarsd1",11,"chr11:101268153-101278747",36.1705
,"1700113I22Rik",11,"chr11:101280127-101286647",1.47898
,"Rundc1",11,"chr11:101286398-101296979",6.57958
,"Rpl27",11,"chr11:101303558-101306910",2.32911
,"Ifi35",11,"chr11:101309725-101320015",50.1138
,"Vat1",11,"chr11:101320061-101327513",18.9659
,"Rnd2",11,"chr11:101329651-101332620",3.01429
,"Brca1",11,"chr11:101350077-101413269",26.8581
,"Nbr1",11,"chr11:101413420-101443265",45.36929
,"Tmem106a",11,"chr11:101443555-101453099",8.13572
,"LOC666331",11,"chr11:101472013-101477270",0
,"Rdm1",11,"chr11:101489262-101497395",44.996
,"Arl4d",11,"chr11:101526854-101529146",4.12539
,"Dhx8",11,"chr11:101594269-101628671",14.3014
,"Etv4",11,"chr11:101631055-101646624",0.080022
,"Meox1",11,"chr11:101738823-101755668",0.893866
,"4930417O22Rik",11,"chr11:101813734-101821888",0
,"Sost",11,"chr11:101823771-101828329",0
,"Dusp3",11,"chr11:101832457-101846105",8.11909
,"1700006E09Rik",11,"chr11:101848369-101853578",0
,"Mpp3",11,"chr11:101860966-101888269",0.484194
,"Cd300lg",11,"chr11:101902824-101916931",2.108675
,"Mpp2",11,"chr11:101918330-101949829",10.4712
,"Ppy",11,"chr11:101961244-101962614",0
,"Pyy",11,"chr11:101967990-101969090",0
,"Nags",11,"chr11:102006900-102010790",1.763176
,"Tmem101",11,"chr11:102013860-102017721",9.04312
,"Lsm12",11,"chr11:102024802-102046570",15.7531
,"G6pc3",11,"chr11:102051012-102055396",12.1224
,"Hdac5",11,"chr11:102057060-102091486",8.150048
,"BC030867",11,"chr11:102110195-102126497",4.92378
,"Asb16",11,"chr11:102130136-102139375",0.073624
,"Tmub2",11,"chr11:102146274-102150738",19.311
,"Atxn7l3",11,"chr11:102150613-102157943",20.48957
,"Ubtf",11,"chr11:102165873-102180410",55.3194
,"Slc4a1",11,"chr11:102210133-102226595",842.471
,"Rundc3a",11,"chr11:102254716-102264253",3.295593
,"Slc25a39",11,"chr11:102264294-102268831",92.823
,"Grn",11,"chr11:102291635-102298123",71.1601
,"Fam171a2",11,"chr11:102298295-102308977",0.265332
,"Itga2b",11,"chr11:102314610-102331197",14.027
,"Gpatch8",11,"chr11:102337229-102417472",13.3456
,"Gm11627",11,"chr11:102437712-102440433",0.359854
,"Fzd2",11,"chr11:102465744-102469372",0.398717
,"2810433D01Rik",11,"chr11:102480820-102485730",0.075446
,"Gm1564",11,"chr11:102526901-102543551",0.009766
,"Ccdc43",11,"chr11:102546001-102559039",12.3108
,"Adam11",11,"chr11:102622752-102641576",1.219599
,"Gjc1",11,"chr11:102660791-102681000",2.935145
,"Higd1b",11,"chr11:102697609-102699353",0
,"Eftud2",11,"chr11:102699785-102742289",42.07382
,"Ccdc103",11,"chr11:102742557-102746529",0.374057
,"Fam187a",11,"chr11:102746482-102748045",0
,"Gfap",11,"chr11:102748649-102758514",9.500507
,"Kif18b",11,"chr11:102766832-102786438",22.2295
,"C1ql1",11,"chr11:102800577-102807775",0.040904
,"2410004I01Rik",11,"chr11:102819613-102825468",0
,"Dcakd",11,"chr11:102855369-102878461",5.8454
,"Nmt1",11,"chr11:102889875-102927419",68.4277
,"Plcd3",11,"chr11:102931609-102962972",1.17701
,"Acbd4",11,"chr11:102963001-102973513",11.3455
,"Hexim1",11,"chr11:102977638-102981038",19.1683
,"Hexim2",11,"chr11:102994652-103001222",3.784749
,"Fmnl1",11,"chr11:103032451-103060214",25.99198
,"1700023F06Rik",11,"chr11:103060260-103069872",0
,"4933400C05Rik",11,"chr11:103069440-103079746",0
,"Map3k14",11,"chr11:103081077-103128715",5.14905
,"Arhgap27",11,"chr11:103192797-103225006",10.710078
,"Gm11648",11,"chr11:103206066-103211440",10.01
,"Plekhm1",11,"chr11:103226405-103273978",9.60985
,"Gm884",11,"chr11:103395890-103476053",0
,"Lyzl6",11,"chr11:103492388-103500188",0
,"Rprml",11,"chr11:103510822-103511894",0.049091
,"Gosr2",11,"chr11:103538162-103559024",38.7259
,"Wnt9b",11,"chr11:103588676-103611135",0.039552
,"Wnt3",11,"chr11:103635488-103679335",0.029309
,"Nsf",11,"chr11:103683096-103815370",16.4975
,"Arf2",11,"chr11:103828184-103846650",25.0201
,"Crhr1",11,"chr11:103994195-104036832",0.690429
,"4933407P14Rik",11,"chr11:104047640-104052480",0
,"Mapt",11,"chr11:104092749-104193407",0.375031
,"1700081L11Rik",11,"chr11:104194542-104303605",12.7219
,"Cdc27",11,"chr11:104363842-104411934",31.1792
,"Myl4",11,"chr11:104411976-104448533",8.84446
,"Itgb3",11,"chr11:104469313-104531785",16.356
,"Efcab3",11,"chr11:104953532-104978851",0.055378
,"Mettl2",11,"chr11:104987738-105002460",11.7987
,"1700052K11Rik",11,"chr11:105040334-105042747",3.18594
,"Tlk2",11,"chr11:105042843-105145270",11.41939
,"Mrc2",11,"chr11:105153959-105212459",1.9669
,"March10",11,"chr11:105222111-105318049",0.374688
,"Tanc2",11,"chr11:105451299-105790617",0.798215
,"Cyb561",11,"chr11:105795017-105805461",1.16499
,"Ace",11,"chr11:105829258-105851278",2.470981
,"Kcnh6",11,"chr11:105869516-105895378",0.128826
,"Dcaf7",11,"chr11:105898185-105920637",27.5485
,"Taco1",11,"chr11:105927420-105934926",11.3622
,"Map3k3",11,"chr11:105946215-106016748",15.3546
,"Limd2",11,"chr11:106017569-106021456",55.0085
,"Strada",11,"chr11:106024287-106054917",10.27321
,"Ccdc47",11,"chr11:106060669-106077681",27.1224
,"Ddx42",11,"chr11:106078239-106110454",31.7071
,"Ftsj3",11,"chr11:106110457-106117116",50.5608
,"Psmc5",11,"chr11:106117498-106124426",88.8232
,"Smarcd2",11,"chr11:106124484-106134286",53.778
,"Tcam1",11,"chr11:106137985-106149457",0.260768
,"Gh",11,"chr11:106161581-106163124",0.14053
,"Cd79b",11,"chr11:106172654-106175843",249.543
,"Scn4a",11,"chr11:106179906-106210704",1.62836
,"2310007L24Rik",11,"chr11:106236139-106238428",0.436689
,"Icam2",11,"chr11:106238969-106243955",21.1262
,"Ern1",11,"chr11:106258933-106349110",3.348
,"Snord104",11,"chr11:106362304-106362377",1676.81
,"Tex2",11,"chr11:106363452-106474244",8.08685
,"Pecam1",11,"chr11:106515531-106576595",28.8844
,"Gm885",11,"chr11:106612581-106628882",7.25715
,"Polg2",11,"chr11:106629517-106640851",5.54894
,"Ddx5",11,"chr11:106641669-106649808",169.799
,"Mir3064",11,"chr11:106644006-106644073",23102.9
,"Ccdc45",11,"chr11:106650565-106680175",18.3696
,"Smurf2",11,"chr11:106681377-106782029",10.9938
,"Kpna2",11,"chr11:106849942-106860839",5.18559
,"1810010H24Rik",11,"chr11:106889536-106891756",0.571345
,"Bptf",11,"chr11:106894394-106993236",11.3911
,"Nol11",11,"chr11:107027974-107050695",18.573559
,"Pitpnc1",11,"chr11:107069205-107332034",8.95623
,"Psmd12",11,"chr11:107340841-107359350",72.0595
,"Helz",11,"chr11:107409273-107548257",4.06553
,"Cacng1",11,"chr11:107564531-107577790",0.042662
,"Cacng4",11,"chr11:107596093-107655778",0
,"Cacng5",11,"chr11:107735918-107776369",0
,"Prkca",11,"chr11:107794700-108205202",6.16184
,"Apoh",11,"chr11:108256610-108275710",0.1736
,"Ccdc46",11,"chr11:108286579-108721929",0.577479
,"Axin2",11,"chr11:108781662-108812095",0.978759
,"E030025P04Rik",11,"chr11:109000604-109005683",0
,"Rgs9",11,"chr11:109086668-109159495",0.679796
,"1700096J18Rik",11,"chr11:109208180-109214965",0.339517
,"Gm11696",11,"chr11:109216091-109224968",1.89361
,"Gna13",11,"chr11:109224107-109262683",28.8953
,"Amz2",11,"chr11:109287259-109299462",9.24899
,"LOC100503496",11,"chr11:109301391-109314673",0.000158
,"Arsg",11,"chr11:109334687-109434643",9.11763
,"Slc16a6",11,"chr11:109312169-109334910",26.12551
,"Wipi1",11,"chr11:109434834-109472703",21.9163
,"Prkar1a",11,"chr11:109512262-109530962",72.9983
,"Fam20a",11,"chr11:109534239-109583570",1.07686
,"1700012B07Rik",11,"chr11:109649604-109689360",0
,"1700023C21Rik",11,"chr11:109707191-109709790",0
,"Abca8b",11,"chr11:109794719-109857130",1.67853
,"Abca8a",11,"chr11:109886947-109957251",5.55046
,"Abca9",11,"chr11:109962135-110029467",2.94837
,"Abca6",11,"chr11:110038135-110113090",0.135617
,"Abca5",11,"chr11:110130682-110199030",0.61377
,"Map2k6",11,"chr11:110260435-110374951",10.0887
,"Kcnj16",11,"chr11:110829346-110889281",2.905524
,"Kcnj2",11,"chr11:110927477-110938139",1.65989
,"BC006965",11,"chr11:112525240-112572670",0
,"Sox9",11,"chr11:112643523-112649071",0.054116
,"2610035D17Rik",11,"chr11:112905219-113063152",1.81572
,"4732490B19Rik",11,"chr11:113064628-113070983",0.038049
,"Slc39a11",11,"chr11:113106168-113427129",5.219764
,"Sstr2",11,"chr11:113485570-113486950",0.047035
,"Cog1",11,"chr11:113510842-113523715",9.97664
,"D11Wsu99e",11,"chr11:113522632-113545465",12.8146
,"D11Wsu47e",11,"chr11:113545725-113555961",7.21539
,"Cpsf4l",11,"chr11:113559484-113571331",0.416224
,"Cdc42ep4",11,"chr11:113588163-113613129",17.63395
,"Sdk2",11,"chr11:113642103-113927265",0.526719
,"1700092K14Rik",11,"chr11:114059571-114060513",0
,"4932435O22Rik",11,"chr11:114274718-114310174",0
,"Rpl38",11,"chr11:114529856-114533645",43.505123
,"Ttyh2",11,"chr11:114536781-114582298",3.88311
,"Dnaic2",11,"chr11:114588725-114619200",0.047984
,"Kif19a",11,"chr11:114626702-114651889",0.739874
,"Btbd17",11,"chr11:114651982-114657206",0
,"Gpr142",11,"chr11:114660237-114668059",0
,"Gprc5c",11,"chr11:114712845-114733931",3.044661
,"Cd300a",11,"chr11:114751354-114765965",9.59473
,"Cd300lb",11,"chr11:114784094-114795700",3.61858
,"Cd300c",11,"chr11:114817591-114821731",1.05077
,"Cd300ld",11,"chr11:114843760-114851200",7.24265
,"AF251705",11,"chr11:114858082-114863194",40.0178
,"Gm11711",11,"chr11:114882041-114888326",0
,"Gm11711",11,"chr11:114892799-114899083",0
,"Cd300lh",11,"chr11:114903444-114909609",0.239142
,"Cd300e",11,"chr11:114913230-114923352",37.6113
,"Rab37",11,"chr11:114952744-115023554",5.108119
,"Cd300lf",11,"chr11:114977527-114995306",12.303764
,"Slc9a3r1",11,"chr11:115024654-115042492",18.0708
,"Nat9",11,"chr11:115044145-115048630",10.4007
,"Tmem104",11,"chr11:115048800-115108339",2.18125
,"Grin2c",11,"chr11:115110482-115128557",0.609405
,"Fdxr",11,"chr11:115129338-115138283",4.25927
,"Fads6",11,"chr11:115144679-115158860",0.164723
,"Otop2",11,"chr11:115168476-115193617",0
,"Ush1g",11,"chr11:115176505-115183232",0.200484
,"Otop3",11,"chr11:115196047-115208240",0
,"C630004H02Rik",11,"chr11:115209022-115229033",1.95509
,"Cdr2l",11,"chr11:115243229-115257446",2.07458
,"Ict1",11,"chr11:115265079-115272227",27.628
,"Atp5h",11,"chr11:115277010-115281233",45.3902
,"Kctd2",11,"chr11:115281439-115292588",14.0046
,"4933422H20Rik",11,"chr11:115301858-115309582",0.049358
,"Mir3968",11,"chr11:115309274-115309374",0
,"Slc16a5",11,"chr11:115323786-115335712",0.469611
,"Armc7",11,"chr11:115336990-115351780",5.31831
,"Nt5c",11,"chr11:115351739-115353128",55.0698
,"Hn1",11,"chr11:115358666-115375684",80.0845
,"Sumo2",11,"chr11:115384422-115397544",0.107316
,"Mir684-1",11,"chr11:115384445-115384530",0
,"Nup85",11,"chr11:115425757-115445238",68.8936
,"Gga3",11,"chr11:115445568-115465230",17.2196
,"Mrps7",11,"chr11:115465464-115468938",36.3466
,"Mif4gd",11,"chr11:115469232-115474283",47.05169
,"Slc25a19",11,"chr11:115475494-115489609",11.787539
,"Grb2",11,"chr11:115505457-115569911",33.3299
,"2310067B10Rik",11,"chr11:115626746-115660347",9.25121
,"Caskin2",11,"chr11:115660665-115674906",4.02305
,"Tsen54",11,"chr11:115676052-115684416",9.33488
,"Llgl2",11,"chr11:115685371-115717094",1.981017
,"Recql5",11,"chr11:115753908-115794806",9.89335
,"2210020M01Rik",11,"chr11:115761452-115767583",22.1673
,"1110017F19Rik",11,"chr11:115773330-115775231",3.4811
,"Sap30bp",11,"chr11:115794972-115826848",18.6954
,"Itgb4",11,"chr11:115836038-115869725",0.345517
,"Galk1",11,"chr11:115869670-115874033",11.297
,"H3f3b",11,"chr11:115883274-115885818",121.074
,"Unk",11,"chr11:115891635-115922508",9.81823
,"Unc13d",11,"chr11:115923409-115939275",10.1474
,"Wbp2",11,"chr11:115939886-115948278",35.5934
,"Trim47",11,"chr11:115967063-115971549",3.861653
,"Trim65",11,"chr11:115986021-115992442",4.66163
,"Mrpl38",11,"chr11:115993130-116000182",19.5668
,"Fbf1",11,"chr11:116003598-116029492",4.62265
,"Acox1",11,"chr11:116033201-116060359",9.11196
,"2310004N24Rik",11,"chr11:116060168-116076632",20.934
,"Cdk3-ps",11,"chr11:116077315-116081601",0.766869
,"Evpl",11,"chr11:116081872-116099405",0.165337
,"Srp68",11,"chr11:116106479-116135531",33.6532
,"Galr2",11,"chr11:116142252-116145252",0.147392
,"Exoc7",11,"chr11:116149311-116168052",12.125701
,"Foxj1",11,"chr11:116192017-116196668",0.14374
,"Rnf157",11,"chr11:116197658-116274346",3.00038
,"Fam100b",11,"chr11:116295407-116300391",5.9713
,"Gm7367",11,"chr11:116295526-116300345",0
,"Qrich2",11,"chr11:116302638-116315661",0
,"Prpsap1",11,"chr11:116332129-116351660",22.2702
,"Sphk1",11,"chr11:116393224-116397989",51.902876
,"Ube2o",11,"chr11:116399066-116442761",70.8201
,"Aanat",11,"chr11:116455000-116458994",0.037099
,"Rhbdf2",11,"chr11:116459478-116488333",8.468083
,"Cygb",11,"chr11:116506908-116515627",1.92505
,"Gm11744",11,"chr11:116518421-116529703",0.35661
,"1810032O08Rik",11,"chr11:116532973-116537112",10.275663
,"Snord1a",11,"chr11:116535910-116535986",92.1357
,"Snord1c",11,"chr11:116533818-116533896",0
,"Snord1b",11,"chr11:116535460-116535537",159.513
,"St6galnac2",11,"chr11:116538018-116555974",5.54951
,"BC018473",11,"chr11:116613480-116619197",0
,"St6galnac1",11,"chr11:116626338-116636821",0
,"Mxra7",11,"chr11:116664713-116689360",5.66299
,"Jmjd6",11,"chr11:116698745-116704763",28.7755
,"1110005A03Rik",11,"chr11:116704828-116711054",8.01133
,"Srsf2",11,"chr11:116711210-116714408",194.449
,"Mfsd11",11,"chr11:116715328-116736951",6.51436
,"Mgat5b",11,"chr11:116780176-116848258",0.021069
,"2810008D09Rik",11,"chr11:116938096-116940269",25.4524
,"Sec14l1",11,"chr11:116976485-117020582",14.215316
,"Sept9",11,"chr11:117060974-117223639",29.08061
,"2900041M22Rik",11,"chr11:117472560-117474731",0.112177
,"Tnrc6c",11,"chr11:117515602-117624753",7.63632
,"Tmc6",11,"chr11:117627298-117641997",45.66097
,"Tmc8",11,"chr11:117643610-117654451",19.87486
,"6030468B19Rik",11,"chr11:117658973-117668622",22.5245
,"Syngr2",11,"chr11:117670980-117675600",52.2919
,"Tk1",11,"chr11:117676832-117687328",52.127
,"Afmid",11,"chr11:117687232-117701222",23.6993
,"Birc5",11,"chr11:117710550-117717057",255.8574
,"Cldn27",11,"chr11:117722065-117726857",0.026388
,"Tha1",11,"chr11:117729262-117734840",1.92886
,"Socs3",11,"chr11:117827400-117830680",7.05861
,"Pgs1",11,"chr11:117848170-117885325",14.7526
,"Dnahc17",11,"chr11:117883036-117990533",0.266522
,"Cyth1",11,"chr11:118025479-118109906",18.625723
,"Usp36",11,"chr11:118120966-118151558",7.21547
,"Timp2",11,"chr11:118162374-118216725",34.7492
,"BC100451",11,"chr11:118193673-118203848",0.02404
,"Lgals3bp",11,"chr11:118254065-118263245",72.7041
,"Cant1",11,"chr11:118267602-118280366",16.256955
,"C1qtnf1",11,"chr11:118289770-118313096",6.541445
,"Gm11747",11,"chr11:118305513-118316309",0.186639
,"Engase",11,"chr11:118338273-118350512",3.8097
,"Rbfox3",11,"chr11:118351073-118770886",0.730316
,"Enpp7",11,"chr11:118849501-118854155",0
,"Cbx2",11,"chr11:118884342-118892584",1.73742
,"Cbx8",11,"chr11:118899749-118902227",4.01557
,"Cbx4",11,"chr11:118938884-118947551",4.66591
,"Tbc1d16",11,"chr11:119004356-119089813",1.20768
,"Ccdc40",11,"chr11:119089885-119126526",0.098292
,"Gaa",11,"chr11:119129280-119147012",6.58026
,"Eif4a3",11,"chr11:119149676-119161357",20.9268
,"Card14",11,"chr11:119176100-119206689",0.061185
,"Sgsh",11,"chr11:119204802-119216824",4.83216
,"Slc26a11",11,"chr11:119216870-119242390",3.42894
,"Mir1932",11,"chr11:119251785-119251875",0
,"A730011L01Rik",11,"chr11:119352660-119372779",3.677381
,"Nptx1",11,"chr11:119400032-119409134",0.067194
,"Gm11762",11,"chr11:119409943-119430360",0
,"Rptor",11,"chr11:119464308-119760905",5.67559
,"A430071A18Rik",11,"chr11:119682124-119695679",0.093452
,"Chmp6",11,"chr11:119775123-119780866",15.3326
,"Baiap2",11,"chr11:119804405-119868096",4.248408
,"Aatk",11,"chr11:119868631-119908459",1.123741
,"Mir338",11,"chr11:119876078-119876176",0
,"Mir3065",11,"chr11:119876080-119876167",0
,"Azi1",11,"chr11:119925743-119948141",2.80707
,"2410002I01Rik",11,"chr11:119951835-119960045",6.65944
,"1810043H04Rik",11,"chr11:119960247-119961738",24.8978
,"Slc38a10",11,"chr11:119965264-120012665",25.528029
,"2810410L24Rik",11,"chr11:120047963-120051170",0.59577
,"Bahcc1",11,"chr11:120094260-120153611",0.734021
,"Actg1",11,"chr11:120207003-120209798",2.52335
,"0610009L18Rik",11,"chr11:120209991-120212504",1.43492
,"Fscn2",11,"chr11:120222847-120229487",0.168985
,"2310003H01Rik",11,"chr11:120230875-120240060",4.1497
,"Nploc4",11,"chr11:120241111-120299014",21.11497
,"Tspan10",11,"chr11:120303944-120308635",0.66494
,"Pde6g",11,"chr11:120308923-120314797",0.428999
,"1810049H13Rik",11,"chr11:120317917-120319377",5.76175
,"Ccdc137",11,"chr11:120319442-120325667",10.0339
,"Arl16",11,"chr11:120325639-120328914",4.12638
,"Hgs",11,"chr11:120328948-120345298",13.898133
,"Mrpl12",11,"chr11:120345982-120350068",71.075
,"Slc25a10",11,"chr11:120353150-120362475",5.9456
,"Gcgr",11,"chr11:120392040-120400298",0.024722
,"Fam195b",11,"chr11:120404201-120411041",27.2921
,"Ppp1r27",11,"chr11:120411288-120412446",0
,"P4hb",11,"chr11:120421617-120434250",122.316
,"Arhgdia",11,"chr11:120438548-120442934",98.3393
,"Alyref",11,"chr11:120455829-120459679",91.6136
,"Anapc11",11,"chr11:120459734-120469512",8.18068
,"Npb",11,"chr11:120469790-120470414",0.246409
,"Pcyt2",11,"chr11:120471400-120479204",16.2625
,"Sirt7",11,"chr11:120479685-120486316",44.6158
,"Mafg",11,"chr11:120489666-120494861",29.6081
,"Pycr1",11,"chr11:120497025-120504984",0.566675
,"Myadml2",11,"chr11:120507344-120509651",0.141006
,"Notum",11,"chr11:120515102-120522151",0.258467
,"Aspscr1",11,"chr11:120534286-120570760",24.15656
,"Stra13",11,"chr11:120572254-120575081",54.3576
,"Lrrc45",11,"chr11:120575266-120582441",12.1787
,"Rac3",11,"chr11:120582781-120585283",0.731314
,"Dcxr",11,"chr11:120586686-120588595",8.53108
,"Cbr2",11,"chr11:120590798-120593335",2.45104
,"Rfng",11,"chr11:120642058-120645518",7.15269
,"Gps1",11,"chr11:120645585-120650416",4.226686
,"Dus1l",11,"chr11:120650515-120657709",27.6129
,"Fasn",11,"chr11:120667271-120685861",7.17666
,"Ccdc57",11,"chr11:120687855-120794186",2.8923
,"Slc16a3",11,"chr11:120809797-120820314",1.669553
,"Csnk1d",11,"chr11:120823054-120852647",36.7686
,"Cd7",11,"chr11:120898062-120900792",26.1968
,"Sectm1b",11,"chr11:120914736-120924883",0.020138
,"Sectm1a",11,"chr11:120928716-120942453",9.51865
,"Tex19.2",11,"chr11:120977528-120979991",0.023153
